hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,has_agent,has_company,arrival_date,total_nights,total_guests,is_family,adr_per_person,lead_time_group,cancel_history_ratio,season,arrival_weekday,is_domestic
Resort Hotel,0,205,2017,4,14,5,1,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,35.34,0,1,1,0,2017-04-05,5,1,0,35.34,181-365,0.0,Spring,2,0
Resort Hotel,0,152,2017,4,14,5,1,4,2,1,0,BB,GBR,Groups,TA/TO,0,0,0,D,3,No Deposit,NoAgent,0,Transient-Party,60.0,0,1,0,1,2017-04-05,5,3,1,20.0,91-180,0.0,Spring,2,0
Resort Hotel,0,38,2017,4,14,8,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,240,0,Transient,77.0,0,1,1,0,2017-04-08,2,2,0,38.5,31-90,0.0,Spring,5,1
Resort Hotel,0,207,2017,4,14,6,1,3,1,0,0,BB,NZL,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,51.0,0,1,1,0,2017-04-06,4,1,0,51.0,181-365,0.0,Spring,3,0
Resort Hotel,0,152,2017,4,14,5,1,4,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,1,No Deposit,NoAgent,0,Transient-Party,65.6,1,0,0,1,2017-04-05,5,2,0,32.8,91-180,0.0,Spring,2,0
Resort Hotel,0,152,2017,4,14,5,1,4,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,4,No Deposit,NoAgent,0,Transient-Party,67.0,0,0,0,1,2017-04-05,5,2,0,33.5,91-180,0.0,Spring,2,0
Resort Hotel,0,208,2017,4,14,6,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,60.0,0,2,1,0,2017-04-06,4,2,0,30.0,181-365,0.0,Spring,3,0
Resort Hotel,0,30,2017,3,13,31,3,7,2,0,0,BB,FIN,Direct,Direct,0,0,0,A,0,No Deposit,250,0,Transient,65.0,0,1,1,0,2017-03-31,10,2,0,32.5,8-30,0.0,Spring,4,0
Resort Hotel,0,214,2017,4,14,6,1,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,0,Transient,130.0,0,2,1,0,2017-04-06,4,4,1,32.5,181-365,0.0,Spring,3,0
Resort Hotel,0,20,2017,4,15,9,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,85.0,0,1,1,0,2017-04-09,1,2,0,42.5,8-30,0.0,Spring,6,1
Resort Hotel,0,152,2017,4,14,5,1,4,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,1,No Deposit,NoAgent,0,Transient-Party,60.0,0,0,0,1,2017-04-05,5,2,0,30.0,91-180,0.0,Spring,2,0
Resort Hotel,0,29,2017,4,14,6,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,107.0,0,1,1,0,2017-04-06,5,2,0,53.5,8-30,0.0,Spring,3,0
Resort Hotel,0,151,2017,4,14,4,2,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,3,No Deposit,NoAgent,0,Transient-Party,60.0,0,2,0,1,2017-04-04,7,2,0,30.0,91-180,0.0,Spring,1,0
Resort Hotel,0,36,2017,4,14,3,3,5,2,1,1,BB,FRA,Direct,Direct,0,0,0,F,1,No Deposit,250,0,Transient,131.88,1,1,1,0,2017-04-03,8,4,1,32.97,31-90,0.0,Spring,0,0
Resort Hotel,0,152,2017,4,14,5,2,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,2,No Deposit,NoAgent,0,Transient-Party,42.0,0,0,0,1,2017-04-05,6,1,0,42.0,91-180,0.0,Spring,2,0
Resort Hotel,0,152,2017,4,14,5,2,4,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,1,No Deposit,NoAgent,0,Transient-Party,60.0,0,1,0,1,2017-04-05,6,2,0,30.0,91-180,0.0,Spring,2,0
Resort Hotel,0,112,2017,4,14,6,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,40,0,Contract,40.95,0,0,1,0,2017-04-06,5,2,0,20.475,91-180,0.0,Spring,3,0
Resort Hotel,0,29,2017,4,15,10,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,75.0,0,1,1,0,2017-04-10,1,2,0,37.5,8-30,0.0,Spring,0,0
Resort Hotel,0,40,2017,3,13,28,4,10,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,97.36,0,1,1,0,2017-03-28,14,2,0,48.68,31-90,0.0,Spring,1,0
Resort Hotel,0,240,2017,4,14,4,2,5,2,0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,3,No Deposit,240,0,Transient-Party,57.43,0,1,1,0,2017-04-04,7,2,0,28.715,181-365,0.0,Spring,1,0
Resort Hotel,0,0,2017,4,15,10,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,94.0,1,2,1,0,2017-04-10,1,1,0,94.0,0-7,0.0,Spring,0,1
Resort Hotel,0,10,2017,4,14,8,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,250,0,Transient,80.0,0,0,1,0,2017-04-08,3,2,0,40.0,8-30,0.0,Spring,5,0
Resort Hotel,0,48,2017,4,15,10,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,75.0,1,1,1,0,2017-04-10,1,2,0,37.5,31-90,0.0,Spring,0,0
Resort Hotel,0,16,2017,4,14,4,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,1,No Deposit,240,0,Transient,161.43,0,1,1,0,2017-04-04,7,2,0,80.715,8-30,0.0,Spring,1,0
Resort Hotel,0,11,2017,4,14,7,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,68.0,0,0,1,0,2017-04-07,4,2,0,34.0,8-30,0.0,Spring,4,1
Resort Hotel,0,0,2017,4,15,9,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,1,No Deposit,240,0,Transient-Party,90.0,0,1,1,0,2017-04-09,2,2,0,45.0,0-7,0.0,Spring,6,0
Resort Hotel,0,0,2017,4,15,9,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,1,No Deposit,240,0,Transient-Party,110.0,0,1,1,0,2017-04-09,2,2,0,55.0,0-7,0.0,Spring,6,0
Resort Hotel,0,13,2017,4,15,9,2,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,2,No Deposit,250,0,Transient,117.0,1,0,1,0,2017-04-09,2,2,0,58.5,8-30,0.0,Spring,6,1
Resort Hotel,0,8,2017,4,14,8,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,68.0,0,1,1,0,2017-04-08,3,2,0,34.0,8-30,0.0,Spring,5,1
Resort Hotel,0,1,2017,4,15,10,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,90.0,0,1,1,0,2017-04-10,1,2,0,45.0,0-7,0.0,Spring,0,1
Resort Hotel,0,35,2017,4,14,8,2,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,75.0,0,1,1,0,2017-04-08,4,2,0,37.5,31-90,0.0,Spring,5,0
Resort Hotel,0,0,2017,3,13,29,4,10,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,75.6,0,0,1,0,2017-03-29,14,1,0,75.6,0-7,0.0,Spring,2,0
Resort Hotel,0,25,2017,4,15,9,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,81.67,0,1,1,0,2017-04-09,3,2,0,40.835,8-30,0.0,Spring,6,0
Resort Hotel,0,4,2017,4,15,9,2,1,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,127,0,Transient,65.6,0,0,1,0,2017-04-09,3,1,0,65.6,0-7,0.0,Spring,6,0
Resort Hotel,0,3,2017,5,18,1,1,2,1,0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,1,A,0,No Deposit,6,0,Transient,48.0,0,0,1,0,2017-05-01,3,1,0,48.0,0-7,0.0,Spring,0,0
Resort Hotel,0,152,2017,4,14,5,2,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,2,No Deposit,NoAgent,0,Transient-Party,60.0,0,0,0,1,2017-04-05,7,2,0,30.0,91-180,0.0,Spring,2,0
Resort Hotel,0,30,2017,4,14,8,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,105.0,0,1,1,0,2017-04-08,4,2,0,52.5,8-30,0.0,Spring,5,0
Resort Hotel,0,152,2017,4,14,5,2,5,3,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,3,No Deposit,NoAgent,0,Transient-Party,68.0,0,0,0,1,2017-04-05,7,3,0,22.6667,91-180,0.0,Spring,2,0
Resort Hotel,0,13,2017,4,15,11,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,76.0,0,2,1,0,2017-04-11,1,1,0,76.0,8-30,0.0,Spring,1,0
Resort Hotel,0,14,2017,4,15,11,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient-Party,100.0,0,1,1,0,2017-04-11,1,2,0,50.0,8-30,0.0,Spring,1,0
Resort Hotel,0,14,2017,4,15,11,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient-Party,100.0,0,1,1,0,2017-04-11,1,2,0,50.0,8-30,0.0,Spring,1,0
Resort Hotel,0,13,2017,4,15,11,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,76.0,0,2,1,0,2017-04-11,1,1,0,76.0,8-30,0.0,Spring,1,0
Resort Hotel,0,7,2017,4,15,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient-Party,105.0,0,1,1,0,2017-04-11,1,2,0,52.5,0-7,0.0,Spring,1,1
Resort Hotel,0,7,2017,4,15,11,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,240,0,Transient-Party,105.0,0,1,1,0,2017-04-11,1,1,0,105.0,0-7,0.0,Spring,1,1
Resort Hotel,0,110,2017,4,15,9,2,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,66.0,0,1,1,0,2017-04-09,3,1,0,66.0,91-180,0.0,Spring,6,0
Resort Hotel,0,39,2017,4,14,8,2,2,2,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,77.0,0,2,1,0,2017-04-08,4,2,0,38.5,31-90,0.0,Spring,5,0
Resort Hotel,0,68,2017,4,15,11,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,251,0,Transient,62.0,0,0,1,0,2017-04-11,1,2,0,31.0,31-90,0.0,Spring,1,0
Resort Hotel,0,24,2017,4,15,9,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,135.67,1,2,1,0,2017-04-09,3,2,0,67.835,8-30,0.0,Spring,6,0
Resort Hotel,0,155,2017,4,15,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,5,0,Transient,50.2,1,0,1,0,2017-04-11,1,2,0,25.1,91-180,0.0,Spring,1,0
Resort Hotel,0,53,2017,4,14,5,2,5,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,241,0,Transient,140.62,0,1,1,0,2017-04-05,7,3,1,46.8733,31-90,0.0,Spring,2,0
Resort Hotel,0,11,2017,4,14,8,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,117.0,0,1,1,0,2017-04-08,4,2,0,58.5,8-30,0.0,Spring,5,0
Resort Hotel,0,11,2017,4,14,8,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,117.0,0,1,1,0,2017-04-08,4,2,0,58.5,8-30,0.0,Spring,5,0
Resort Hotel,0,5,2017,4,15,10,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,112.0,1,1,1,0,2017-04-10,2,2,0,56.0,0-7,0.0,Spring,0,1
Resort Hotel,0,42,2017,4,15,12,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,102.0,1,1,1,0,2017-04-12,3,2,0,51.0,31-90,0.0,Spring,2,1
Resort Hotel,0,180,2017,4,14,4,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,241,0,Transient,64.1,0,1,1,0,2017-04-04,8,2,0,32.05,91-180,0.0,Spring,1,0
Resort Hotel,0,21,2017,4,14,5,2,5,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,15,0,Transient,137.89,1,0,1,0,2017-04-05,7,3,1,45.9633,8-30,0.0,Spring,2,0
Resort Hotel,0,36,2017,4,14,3,3,6,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,1,No Deposit,314,0,Transient,111.78,0,0,1,0,2017-04-03,9,2,0,55.89,31-90,0.0,Spring,0,0
Resort Hotel,0,13,2017,4,14,8,2,2,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,0,Transient,165.0,0,1,1,0,2017-04-08,4,4,1,41.25,8-30,0.0,Spring,5,0
Resort Hotel,0,39,2017,4,14,8,2,2,2,2,0,BB,IND,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,0,Transient,145.0,0,1,1,0,2017-04-08,4,4,1,36.25,31-90,0.0,Spring,5,0
Resort Hotel,0,53,2017,4,14,8,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,175,0,Transient,84.0,0,2,1,0,2017-04-08,4,2,0,42.0,31-90,0.0,Spring,5,0
Resort Hotel,0,3,2017,4,15,10,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,90.0,0,1,1,0,2017-04-10,2,2,0,45.0,0-7,0.0,Spring,0,0
Resort Hotel,0,21,2017,4,15,11,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,0,No Deposit,241,0,Transient,99.0,0,1,1,0,2017-04-11,1,2,0,49.5,8-30,0.0,Spring,1,0
Resort Hotel,0,14,2017,4,15,11,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient-Party,100.0,0,1,1,0,2017-04-11,1,2,0,50.0,8-30,0.0,Spring,1,0
Resort Hotel,0,4,2017,4,14,6,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,0,Transient,215.5,0,1,1,0,2017-04-06,6,4,1,53.875,0-7,0.0,Spring,3,1
Resort Hotel,0,80,2017,3,10,5,12,26,2,0,0,SC,GBR,Groups,TA/TO,0,0,0,D,10,No Deposit,273,0,Transient-Party,0.26,0,0,1,0,2017-03-05,38,2,0,0.13,31-90,0.0,Spring,6,0
Resort Hotel,0,47,2017,4,15,13,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,120.0,0,2,1,0,2017-04-13,1,2,0,60.0,31-90,0.0,Spring,3,0
Resort Hotel,0,4,2017,4,15,10,1,2,1,0,0,HB,BEL,Corporate,Corporate,0,0,0,A,0,No Deposit,NoAgent,0,Transient,59.33,0,1,0,1,2017-04-10,3,1,0,59.33,0-7,0.0,Spring,0,0
Resort Hotel,0,4,2017,4,15,10,1,2,1,0,0,HB,BEL,Corporate,Corporate,0,0,0,A,0,No Deposit,NoAgent,0,Transient,59.33,0,1,0,1,2017-04-10,3,1,0,59.33,0-7,0.0,Spring,0,0
Resort Hotel,0,7,2017,4,15,11,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient-Party,105.0,0,1,1,0,2017-04-11,2,2,0,52.5,0-7,0.0,Spring,1,0
Resort Hotel,0,7,2017,4,15,11,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,90.0,0,1,1,0,2017-04-11,2,2,0,45.0,0-7,0.0,Spring,1,0
Resort Hotel,0,61,2017,4,15,9,2,2,2,1,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,0,Contract,85.5,0,4,1,0,2017-04-09,4,3,1,28.5,31-90,0.0,Spring,6,0
Resort Hotel,0,42,2017,4,15,12,0,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,75.0,0,0,1,0,2017-04-12,1,2,0,37.5,31-90,0.0,Spring,2,0
Resort Hotel,0,63,2017,4,15,10,1,2,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,40,0,Contract,63.95,0,0,1,0,2017-04-10,3,1,0,63.95,31-90,0.0,Spring,0,0
Resort Hotel,0,2,2017,4,15,12,0,1,1,0,0,HB,SRB,Corporate,Corporate,0,0,0,A,1,No Deposit,NoAgent,0,Transient,89.0,0,0,0,1,2017-04-12,1,1,0,89.0,0-7,0.0,Spring,2,0
Resort Hotel,0,49,2017,4,15,9,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,57.0,0,1,1,0,2017-04-09,4,2,0,28.5,31-90,0.0,Spring,6,0
Resort Hotel,0,5,2017,4,15,12,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,468,0,Transient-Party,67.24,0,0,1,0,2017-04-12,1,1,0,67.24,0-7,0.0,Spring,2,1
Resort Hotel,0,14,2017,4,15,9,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,85.0,0,1,1,0,2017-04-09,4,2,0,42.5,8-30,0.0,Spring,6,0
Resort Hotel,0,62,2017,4,15,9,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,1,No Deposit,314,0,Transient-Party,79.2,0,0,1,0,2017-04-09,4,2,0,39.6,31-90,0.0,Spring,6,0
Resort Hotel,0,62,2017,4,15,9,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,1,No Deposit,314,0,Transient-Party,86.2,1,0,1,0,2017-04-09,4,2,0,43.1,31-90,0.0,Spring,6,0
Resort Hotel,0,10,2017,4,15,10,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,103.33,0,2,1,0,2017-04-10,3,2,0,51.665,8-30,0.0,Spring,0,0
Resort Hotel,0,200,2017,4,15,9,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,41.58,0,1,1,0,2017-04-09,4,2,0,20.79,181-365,0.0,Spring,6,0
Resort Hotel,0,200,2017,4,15,9,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,46.83,1,1,1,0,2017-04-09,4,2,0,23.415,181-365,0.0,Spring,6,0
Resort Hotel,0,200,2017,4,15,9,2,2,1,2,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,57.14,0,1,1,0,2017-04-09,4,3,1,19.0467,181-365,0.0,Spring,6,0
Resort Hotel,0,45,2017,4,15,9,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,90.0,0,1,1,0,2017-04-09,4,2,0,45.0,31-90,0.0,Spring,6,0
Resort Hotel,0,22,2017,4,15,10,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,120.67,1,1,1,0,2017-04-10,3,2,0,60.335,8-30,0.0,Spring,0,0
Resort Hotel,0,22,2017,4,15,10,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,113.67,0,1,1,0,2017-04-10,3,2,0,56.835,8-30,0.0,Spring,0,0
Resort Hotel,0,129,2017,4,15,10,1,2,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,G,2,No Deposit,240,0,Transient,152.0,1,0,1,0,2017-04-10,3,4,1,38.0,91-180,0.0,Spring,0,0
Resort Hotel,0,211,2017,4,14,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient-Party,76.64,0,1,1,0,2017-04-06,7,2,0,38.32,181-365,0.0,Spring,3,0
Resort Hotel,0,211,2017,4,14,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient-Party,69.64,0,1,1,0,2017-04-06,7,2,0,34.82,181-365,0.0,Spring,3,0
Resort Hotel,0,58,2017,4,15,12,0,1,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,251,0,Transient-Party,80.0,0,2,1,0,2017-04-12,1,2,0,40.0,31-90,0.0,Spring,2,0
Resort Hotel,0,58,2017,4,15,12,0,1,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,251,0,Transient-Party,80.0,0,2,1,0,2017-04-12,1,2,0,40.0,31-90,0.0,Spring,2,0
Resort Hotel,0,150,2017,4,15,9,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,90.0,0,2,1,0,2017-04-09,4,2,0,45.0,91-180,0.0,Spring,6,0
Resort Hotel,0,3,2017,4,15,10,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,1,No Deposit,250,0,Transient,99.0,1,1,1,0,2017-04-10,3,2,0,49.5,0-7,0.0,Spring,0,1
Resort Hotel,0,211,2017,4,14,6,2,5,2,1,0,BB,GBR,Direct,Direct,0,0,0,G,0,No Deposit,250,0,Transient,107.83,0,0,1,0,2017-04-06,7,3,1,35.9433,181-365,0.0,Spring,3,0
Resort Hotel,0,29,2017,4,15,10,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,75.0,0,2,1,0,2017-04-10,3,2,0,37.5,8-30,0.0,Spring,0,0
Resort Hotel,0,11,2017,4,15,9,2,2,2,2,0,BB,ESP,Direct,Direct,0,0,0,C,0,No Deposit,250,0,Transient,129.5,1,0,1,0,2017-04-09,4,4,1,32.375,8-30,0.0,Spring,6,0
Resort Hotel,0,9,2017,4,15,10,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,97.0,1,1,1,0,2017-04-10,3,2,0,48.5,8-30,0.0,Spring,0,0
Resort Hotel,0,13,2017,4,15,9,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,196,0,Transient-Party,115.0,0,1,1,0,2017-04-09,4,1,0,115.0,8-30,0.0,Spring,6,1
Resort Hotel,0,16,2017,4,15,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,2,No Deposit,240,0,Transient,120.0,0,1,1,0,2017-04-11,2,2,0,60.0,8-30,0.0,Spring,1,1
Resort Hotel,0,18,2017,4,15,10,1,2,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,0,No Deposit,240,0,Transient-Party,173.0,0,3,1,0,2017-04-10,3,4,1,43.25,8-30,0.0,Spring,0,1
Resort Hotel,0,2,2017,4,15,10,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,122.0,0,1,1,0,2017-04-10,3,2,0,61.0,0-7,0.0,Spring,0,1
Resort Hotel,0,40,2017,4,15,10,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,526,0,Transient,75.6,0,2,1,0,2017-04-10,3,2,0,37.8,31-90,0.0,Spring,0,0
Resort Hotel,0,12,2017,4,15,9,2,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,78.5,0,2,1,0,2017-04-09,4,1,0,78.5,8-30,0.0,Spring,6,0
Resort Hotel,0,12,2017,4,15,9,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,94.5,1,2,1,0,2017-04-09,4,2,0,47.25,8-30,0.0,Spring,6,0
Resort Hotel,0,19,2017,4,15,11,0,2,2,1,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,196,0,Transient,167.25,1,1,1,0,2017-04-11,2,3,1,55.75,8-30,0.0,Spring,1,1
Resort Hotel,0,2,2017,4,15,12,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,250,0,Transient,91.0,0,1,1,0,2017-04-12,1,2,0,45.5,0-7,0.0,Spring,2,0
Resort Hotel,0,13,2017,4,15,9,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,196,0,Transient-Party,117.0,0,1,1,0,2017-04-09,4,2,0,58.5,8-30,0.0,Spring,6,1
Resort Hotel,0,133,2017,4,15,11,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,62.0,0,1,1,0,2017-04-11,2,2,0,31.0,91-180,0.0,Spring,1,0
Resort Hotel,0,17,2017,4,15,13,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,152.0,0,2,1,0,2017-04-13,3,2,0,76.0,8-30,0.0,Spring,3,0
Resort Hotel,0,3,2017,4,15,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,127.0,0,1,1,0,2017-04-11,2,2,0,63.5,0-7,0.0,Spring,1,1
Resort Hotel,0,6,2017,4,15,10,1,2,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,5,No Deposit,250,0,Transient,123.28,0,0,1,0,2017-04-10,3,3,1,41.0933,0-7,0.0,Spring,0,1
Resort Hotel,0,185,2017,4,15,9,2,2,2,1,1,BB,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,240,0,Transient,95.2,1,2,1,0,2017-04-09,4,4,1,23.8,181-365,0.0,Spring,6,0
Resort Hotel,0,1,2017,4,15,11,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,1,No Deposit,250,0,Transient,116.0,0,2,1,0,2017-04-11,2,2,0,58.0,0-7,0.0,Spring,1,0
Resort Hotel,0,53,2017,4,14,7,2,5,2,1,0,HB,FRA,Direct,Direct,0,0,0,H,0,No Deposit,250,0,Transient,199.71,1,0,1,0,2017-04-07,7,3,1,66.57,31-90,0.0,Spring,4,0
Resort Hotel,0,10,2017,4,15,9,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,76.0,1,3,1,0,2017-04-09,5,2,0,38.0,8-30,0.0,Spring,6,0
