is_canceled,deposit_type,agent,lead_time,country,is_domestic,total_of_special_requests,market_segment,adr,lead_time_group,adr_per_person,required_car_parking_spaces,cancel_history_ratio,booking_changes,total_nights,customer_type,arrival_date_week_number,previous_cancellations,arrival_date_day_of_month
0,No Deposit,115,12,GBR,0,0,Offline TA/TO,65.9,8-30,32.95,0,0.0,0,4,Transient,47,0,17
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,42.0,0-7,42.0,0,0.0,0,4,Transient-Party,47,0,17
0,No Deposit,240,4,PRT,1,1,Online TA,48.0,0-7,24.0,1,0.0,0,1,Transient,47,0,20
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,42.0,0-7,42.0,0,0.0,0,4,Transient-Party,47,0,17
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,42.0,0-7,42.0,0,0.0,1,1,Transient-Party,48,0,23
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,46.0,0-7,46.0,0,0.0,0,2,Transient,6,0,1
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,42.0,0-7,42.0,0,0.0,0,4,Transient-Party,47,0,17
0,No Deposit,NoAgent,1,SWE,0,0,Direct,68.0,0-7,34.0,0,0.0,0,5,Transient,47,0,16
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,42.0,0-7,42.0,0,0.0,0,4,Transient-Party,47,0,17
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,42.0,0-7,42.0,0,0.0,1,1,Transient-Party,48,0,23
0,No Deposit,250,0,NGA,0,0,Direct,98.0,0-7,49.0,0,0.0,0,2,Transient,47,0,19
0,No Deposit,6,1,GBR,0,0,Offline TA/TO,37.7,0-7,37.7,0,0.0,0,4,Transient,47,0,17
0,No Deposit,177,11,GBR,0,0,Offline TA/TO,27.0,8-30,27.0,0,0.0,0,5,Transient,47,0,16
0,No Deposit,240,7,PRT,1,1,Online TA,46.4,0-7,23.2,0,0.0,0,1,Transient,47,0,20
0,No Deposit,127,0,BLR,0,0,Offline TA/TO,30.5,0-7,15.25,0,0.0,0,1,Transient,47,0,20
0,No Deposit,240,69,PRT,1,0,Online TA,29.16,31-90,14.58,0,0.0,0,4,Transient,47,0,17
1,No Deposit,NoAgent,7,PRT,1,1,Corporate,0.0,0-7,0.0,0,0.0,1,1,Transient-Party,47,0,21
1,No Deposit,NoAgent,1,PRT,1,1,Direct,78.0,0-7,78.0,0,0.0,1,1,Transient,47,0,21
0,No Deposit,36,21,FIN,0,0,Offline TA/TO,35.46,8-30,17.73,0,0.0,0,6,Transient,47,0,16
0,No Deposit,36,21,FIN,0,0,Offline TA/TO,29.34,8-30,14.67,0,0.0,0,6,Transient,47,0,16
0,No Deposit,NoAgent,7,PRT,1,0,Corporate,32.0,0-7,16.0,0,0.0,0,1,Transient-Party,47,0,21
0,No Deposit,NoAgent,7,PRT,1,0,Corporate,32.0,0-7,16.0,0,0.0,0,1,Transient-Party,47,0,21
0,No Deposit,NoAgent,7,PRT,1,0,Corporate,32.0,0-7,16.0,0,0.0,0,1,Transient-Party,47,0,21
0,No Deposit,NoAgent,1,PRT,1,0,Corporate,0.0,0-7,0.0,0,0.0,1,1,Transient-Party,47,0,21
0,No Deposit,36,43,IRL,0,0,Offline TA/TO,32.83,31-90,16.415,0,0.0,0,3,Transient,47,0,19
0,No Deposit,240,4,FIN,0,1,Online TA,64.0,0-7,32.0,1,0.0,0,2,Transient,47,0,20
0,No Deposit,NoAgent,9,PRT,1,1,Complementary,0.0,8-30,0.0,0,0.0,0,1,Transient,47,0,21
0,No Deposit,NoAgent,2,PRT,1,1,Direct,0.0,0-7,0.0,1,0.0,0,1,Transient,16,0,22
0,No Deposit,240,4,FIN,0,1,Online TA,58.0,0-7,29.0,0,0.0,0,2,Transient,47,0,20
0,No Deposit,38,36,ESP,0,0,Groups,0.0,31-90,0.0,0,0.0,0,2,Transient-Party,47,0,20
0,No Deposit,339,1,PRT,1,0,Offline TA/TO,55.0,0-7,27.5,0,0.0,0,1,Transient,47,0,21
0,No Deposit,6,6,ESP,0,0,Offline TA/TO,69.0,0-7,34.5,1,0.0,0,7,Transient,47,0,15
0,No Deposit,240,53,PRT,1,1,Online TA,36.45,31-90,18.225,0,0.0,0,2,Transient,47,0,20
0,No Deposit,240,18,VEN,0,2,Online TA,64.0,8-30,32.0,1,0.0,0,6,Transient,47,0,16
0,No Deposit,240,1,VEN,0,2,Online TA,46.4,0-7,23.2,0,0.0,0,1,Transient,48,0,22
0,No Deposit,250,4,ESP,0,1,Direct,98.0,0-7,49.0,0,0.0,1,2,Transient,47,0,20
0,No Deposit,250,4,ESP,0,1,Direct,98.0,0-7,49.0,0,0.0,1,2,Transient,47,0,20
0,No Deposit,240,5,ESP,0,1,Online TA,58.0,0-7,29.0,0,0.0,0,1,Transient,47,0,21
0,No Deposit,240,5,PRT,1,1,Online TA,58.0,0-7,29.0,0,0.0,0,1,Transient,47,0,21
0,No Deposit,240,44,PRT,1,2,Online TA,67.5,31-90,22.5,0,0.0,1,1,Transient,47,0,21
0,No Deposit,240,7,PRT,1,1,Online TA,43.2,0-7,21.6,0,0.0,0,2,Transient,47,0,20
0,No Deposit,240,44,PRT,1,2,Online TA,73.5,31-90,36.75,1,0.0,1,1,Transient,47,0,21
0,No Deposit,339,0,ESP,0,0,Offline TA/TO,29.0,0-7,14.5,0,0.0,0,2,Transient,47,0,20
0,No Deposit,240,4,PRT,1,1,Online TA,64.0,0-7,32.0,1,0.0,0,1,Transient,47,0,21
0,No Deposit,240,4,PRT,1,1,Online TA,54.0,0-7,27.0,1,0.0,0,1,Transient,9,0,26
0,No Deposit,NoAgent,0,PRT,1,1,Direct,115.0,0-7,57.5,1,0.0,0,1,Transient,19,0,1
0,No Deposit,NoAgent,0,PRT,1,2,Direct,127.0,0-7,63.5,1,0.0,0,1,Transient,27,0,2
0,No Deposit,240,26,PRT,1,1,Online TA,54.0,8-30,27.0,1,0.0,0,1,Transient,47,0,21
0,No Deposit,NoAgent,4,PRT,1,0,Direct,68.0,0-7,34.0,0,0.0,0,1,Transient,47,0,21
0,No Deposit,6,32,PRT,1,0,Offline TA/TO,67.5,31-90,33.75,0,0.0,0,2,Transient,47,0,20
0,No Deposit,6,32,PRT,1,0,Offline TA/TO,67.5,31-90,33.75,0,0.0,0,2,Transient,47,0,20
0,No Deposit,177,10,IRL,0,0,Offline TA/TO,31.4,8-30,15.7,0,0.0,0,6,Transient,47,0,16
0,No Deposit,171,184,GBR,0,0,Offline TA/TO,26.1,181-365,13.05,0,0.0,0,4,Transient,47,0,19
0,No Deposit,2,119,GBR,0,1,Offline TA/TO,33.3,91-180,16.65,0,0.0,0,7,Contract,47,0,16
0,No Deposit,240,3,ESP,0,1,Online TA,48.0,0-7,24.0,0,0.0,2,4,Transient,47,0,19
0,No Deposit,240,5,FRA,0,1,Online TA,58.0,0-7,29.0,0,0.0,0,2,Transient,47,0,21
1,No Deposit,NoAgent,7,PRT,1,0,Corporate,34.0,0-7,34.0,0,0.0,1,1,Transient,48,0,23
0,No Deposit,NoAgent,7,PRT,1,0,Corporate,40.0,0-7,40.0,0,1.0,0,2,Transient,10,1,1
0,No Deposit,NoAgent,5,PRT,1,0,Corporate,65.0,0-7,65.0,0,0.5,0,1,Transient,19,1,3
0,No Deposit,NoAgent,13,PRT,1,0,Corporate,35.0,8-30,35.0,0,0.3333,0,2,Transient,47,1,15
0,No Deposit,134,289,GIB,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,GBR,0,0,Groups,59.0,181-365,29.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,GBR,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,GBR,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,GBR,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,6,3,GBR,0,0,Offline TA/TO,32.0,0-7,16.0,1,0.0,0,4,Transient,47,0,19
0,No Deposit,134,289,GBR,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,ESP,0,0,Groups,0.0,181-365,0.0,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,GIB,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,GBR,0,0,Groups,85.5,181-365,28.5,0,0.0,1,3,Transient-Party,47,0,20
0,No Deposit,134,289,GBR,0,0,Groups,85.5,181-365,28.5,0,0.0,1,3,Transient-Party,47,0,20
0,No Deposit,134,289,GIB,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,134,289,GIB,0,0,Groups,57.0,181-365,28.5,0,0.0,0,3,Transient-Party,47,0,20
0,No Deposit,240,66,IRL,0,4,Online TA,32.4,31-90,16.2,0,0.0,1,4,Transient,47,0,19
0,No Deposit,115,29,IRL,0,0,Offline TA/TO,26.1,8-30,13.05,0,0.0,0,4,Transient,47,0,19
1,No Deposit,240,43,PRT,1,2,Online TA,119.0,31-90,59.5,0,1.0,0,3,Transient,53,1,30
1,No Deposit,240,43,PRT,1,2,Online TA,119.0,31-90,59.5,0,1.0,0,3,Transient,53,1,30
1,No Deposit,240,43,PRT,1,2,Online TA,119.0,31-90,59.5,0,1.0,0,3,Transient,53,1,30
0,No Deposit,240,66,IRL,0,3,Online TA,32.4,31-90,16.2,0,0.0,0,4,Transient,47,0,19
0,No Deposit,240,1,PRT,1,1,Online TA,0.0,0-7,0.0,0,0.0,0,0,Transient,48,0,24
0,No Deposit,313,62,ESP,0,0,Offline TA/TO,18.5,31-90,18.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,0,6,Transient-Party,47,0,18
0,No Deposit,156,78,GBR,0,1,Offline TA/TO,57.04,31-90,28.52,0,0.0,1,7,Transient,47,0,17
0,No Deposit,15,12,BEL,0,0,Offline TA/TO,25.0,8-30,25.0,0,0.0,0,3,Transient,47,0,21
0,No Deposit,241,90,LUX,0,2,Online TA,36.86,31-90,18.43,0,0.0,0,8,Transient,47,0,16
0,No Deposit,336,11,PRT,1,0,Offline TA/TO,29.0,8-30,14.5,0,0.0,0,2,Transient,48,0,22
0,No Deposit,240,0,PRT,1,0,Online TA,38.4,0-7,19.2,0,0.0,0,1,Transient,48,0,23
0,No Deposit,26,25,GBR,0,0,Offline TA/TO,25.65,8-30,12.825,0,0.0,0,7,Transient,47,0,17
1,No Deposit,240,12,PRT,1,0,Online TA,98.0,8-30,24.5,0,1.0,1,3,Transient,49,1,5
0,No Deposit,250,2,PRT,1,1,Direct,89.0,0-7,44.5,1,0.0,0,3,Transient,47,0,21
0,No Deposit,NoAgent,25,PRT,1,1,Direct,85.0,8-30,42.5,1,0.0,0,1,Transient,9,0,23
0,No Deposit,NoAgent,0,PRT,1,1,Direct,32.0,0-7,16.0,1,0.0,1,3,Transient,9,0,25
0,No Deposit,250,1,PRT,1,1,Direct,101.0,0-7,50.5,1,0.0,1,1,Transient,51,0,17
0,No Deposit,240,44,FRA,0,0,Online TA,36.45,31-90,18.225,0,0.0,0,2,Transient,48,0,22
0,No Deposit,NoAgent,0,PRT,1,0,Direct,58.0,0-7,29.0,1,0.0,0,1,Transient,48,0,23
0,No Deposit,NoAgent,0,PRT,1,0,Direct,58.0,0-7,29.0,0,0.0,0,1,Transient,48,0,23
0,No Deposit,240,5,PRT,1,1,Online TA,40.0,0-7,40.0,0,0.0,0,2,Transient,48,0,22
0,No Deposit,240,5,USA,0,1,Online TA,40.0,0-7,40.0,0,0.0,0,2,Transient,48,0,22
0,No Deposit,240,5,PRT,1,1,Online TA,40.0,0-7,40.0,0,0.0,0,2,Transient,48,0,22
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,1,0.0,0,1,Transient,48,0,23
0,No Deposit,313,105,ESP,0,0,Offline TA/TO,69.0,91-180,34.5,0,0.0,1,6,Transient-Party,47,0,18
0,No Deposit,6,11,FRA,0,0,Offline TA/TO,26.0,8-30,13.0,0,0.0,0,3,Transient,47,0,21
1,No Deposit,240,187,PRT,1,1,Online TA,79.2,181-365,39.6,0,1.0,0,2,Transient,22,1,24
1,No Deposit,240,187,PRT,1,1,Online TA,79.2,181-365,39.6,0,1.0,0,2,Transient,22,1,24
1,Non Refund,NoAgent,287,PRT,1,0,Groups,128.0,181-365,64.0,0,1.0,0,5,Transient,35,1,25
1,Non Refund,NoAgent,287,PRT,1,0,Groups,128.0,181-365,64.0,0,1.0,0,5,Transient,35,1,25
1,Non Refund,NoAgent,287,PRT,1,0,Groups,128.0,181-365,64.0,0,1.0,0,5,Transient,35,1,25
1,Non Refund,NoAgent,287,PRT,1,0,Groups,128.0,181-365,64.0,0,1.0,0,5,Transient,35,1,25
1,Non Refund,NoAgent,287,PRT,1,0,Groups,128.0,181-365,64.0,0,1.0,0,5,Transient,35,1,25
1,Non Refund,NoAgent,287,PRT,1,0,Groups,128.0,181-365,64.0,0,1.0,0,5,Transient,35,1,25
1,No Deposit,177,219,PRT,1,0,Offline TA/TO,67.0,181-365,67.0,0,1.0,0,9,Transient-Party,27,1,27
1,No Deposit,177,219,PRT,1,0,Offline TA/TO,67.0,181-365,67.0,0,1.0,0,9,Transient-Party,27,1,27
1,No Deposit,177,219,PRT,1,0,Offline TA/TO,67.0,181-365,67.0,0,1.0,0,9,Transient-Party,27,1,27
1,No Deposit,177,216,PRT,1,1,Offline TA/TO,67.0,181-365,67.0,0,1.0,0,9,Transient,27,1,27
1,No Deposit,177,216,PRT,1,1,Offline TA/TO,67.0,181-365,67.0,0,1.0,0,9,Transient,27,2,27
1,No Deposit,177,216,PRT,1,1,Offline TA/TO,67.0,181-365,67.0,0,1.0,0,9,Transient,27,2,27
1,No Deposit,240,108,PRT,1,2,Online TA,46.4,91-180,23.2,0,1.0,0,1,Transient,10,1,1
1,No Deposit,240,108,PRT,1,2,Online TA,46.4,91-180,23.2,0,1.0,0,1,Transient,10,1,1
1,No Deposit,240,108,PRT,1,2,Online TA,98.0,91-180,24.5,0,1.0,0,1,Transient,10,1,1
1,No Deposit,242,212,PRT,1,0,Online TA,126.3,181-365,63.15,0,1.0,0,5,Transient,25,1,16
0,No Deposit,241,0,ESP,0,1,Online TA,36.96,0-7,36.96,0,0.0,0,1,Transient,48,0,23
0,No Deposit,241,0,PRT,1,0,Online TA,36.96,0-7,36.96,0,0.0,0,1,Transient,48,0,24
0,No Deposit,240,1,PRT,1,2,Online TA,48.0,0-7,24.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,240,1,UKR,0,2,Online TA,48.0,0-7,24.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,240,1,PRT,1,2,Online TA,48.0,0-7,24.0,1,0.0,0,1,Transient,48,0,24
0,No Deposit,314,112,FRA,0,1,Offline TA/TO,66.42,91-180,33.21,0,0.0,1,13,Contract,46,0,12
0,No Deposit,NoAgent,4,PRT,1,0,Corporate,35.0,0-7,35.0,0,0.0,0,2,Transient,48,0,23
0,No Deposit,314,0,PRT,1,0,Offline TA/TO,26.0,0-7,26.0,1,0.0,0,1,Transient,48,0,24
0,No Deposit,240,0,PRT,1,0,Online TA,40.0,0-7,40.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,240,0,PRT,1,0,Online TA,40.0,0-7,40.0,0,0.0,0,1,Transient,51,0,16
0,No Deposit,240,0,PRT,1,1,Online TA,39.0,0-7,39.0,0,0.0,0,1,Transient,6,0,3
0,No Deposit,240,0,PRT,1,1,Online TA,43.0,0-7,43.0,0,0.0,0,1,Transient,51,0,14
0,No Deposit,240,1,PRT,1,1,Online TA,43.0,0-7,43.0,0,0.0,0,1,Transient,6,0,8
0,No Deposit,240,3,PRT,1,1,Online TA,48.0,0-7,24.0,0,0.0,0,2,Transient,48,0,23
0,No Deposit,6,4,ESP,0,0,Offline TA/TO,25.0,0-7,25.0,0,0.0,0,2,Transient,48,0,23
0,No Deposit,314,21,ESP,0,2,Offline TA/TO,38.4,8-30,19.2,0,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,0,PRT,1,0,Direct,43.0,0-7,21.5,0,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,0,PRT,1,0,Direct,0.0,0-7,0.0,0,0.0,0,0,Transient,9,0,25
0,No Deposit,314,21,ESP,0,2,Offline TA/TO,38.4,8-30,19.2,1,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,1,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,1,PRT,1,1,Direct,39.0,0-7,39.0,0,0.0,0,1,Transient,6,0,3
0,No Deposit,NoAgent,1,PRT,1,1,Direct,45.0,0-7,45.0,0,0.0,0,1,Transient,13,0,22
0,No Deposit,NoAgent,2,PRT,1,1,Direct,63.0,0-7,63.0,0,0.0,3,1,Transient,20,0,11
0,No Deposit,NoAgent,6,PRT,1,1,Corporate,63.0,0-7,63.0,0,0.0,0,1,Transient,22,0,23
0,No Deposit,250,1,PRT,1,1,Direct,34.2,0-7,34.2,0,0.0,0,1,Transient,9,0,1
0,No Deposit,NoAgent,1,PRT,1,1,Corporate,60.0,0-7,60.0,0,0.0,0,1,Transient,11,0,15
0,No Deposit,NoAgent,2,PRT,1,1,Corporate,45.0,0-7,45.0,0,0.0,0,1,Transient,21,0,24
0,No Deposit,NoAgent,1,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,1,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,6,PRT,1,0,Complementary,0.0,0-7,0.0,0,0.0,0,2,Transient,48,0,23
0,No Deposit,240,5,FRA,0,1,Online TA,45.2,0-7,22.6,0,0.0,0,3,Transient,48,0,22
0,No Deposit,240,1,PRT,1,1,Online TA,40.0,0-7,40.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,240,1,PRT,1,1,Online TA,40.0,0-7,40.0,0,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,0,2,Transient,48,0,23
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,1,2,Transient,3,0,11
0,No Deposit,240,0,PRT,1,0,Online TA,55.0,0-7,55.0,0,0.0,2,2,Transient,48,0,21
1,No Deposit,240,19,PRT,1,0,Online TA,54.4,8-30,27.2,0,1.0,0,3,Transient,49,1,5
0,No Deposit,NoAgent,0,PRT,1,0,Direct,99.0,0-7,33.0,1,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,1,PRT,1,0,Direct,0.0,0-7,0.0,1,0.0,0,0,Transient,8,0,16
0,No Deposit,241,27,GBR,0,0,Online TA,33.26,8-30,16.63,0,0.0,3,5,Transient,47,0,20
0,No Deposit,314,21,ESP,0,2,Offline TA/TO,38.4,8-30,19.2,1,0.0,0,1,Transient,48,0,24
0,No Deposit,NoAgent,0,PRT,1,0,Direct,43.0,0-7,21.5,1,0.0,0,1,Transient,48,0,24
0,No Deposit,240,0,PRT,1,2,Online TA,40.0,0-7,40.0,0,0.0,0,3,Transient,48,0,23
0,No Deposit,240,0,PRT,1,0,Online TA,40.0,0-7,40.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,1,0.0,0,1,Transient,48,0,25
0,No Deposit,NoAgent,2,PRT,1,0,Corporate,42.0,0-7,42.0,0,0.0,0,1,Transient,14,0,30
0,No Deposit,6,1,PRT,1,0,Offline TA/TO,30.0,0-7,30.0,0,0.0,0,1,Transient,2,0,11
0,No Deposit,115,13,GBR,0,0,Offline TA/TO,22.5,8-30,22.5,0,0.0,0,4,Transient,48,0,22
0,No Deposit,240,7,DEU,0,0,Online TA,72.49,0-7,72.49,1,0.0,0,9,Transient,47,0,17
0,No Deposit,240,158,GBR,0,0,Online TA,50.4,91-180,25.2,0,0.0,0,6,Transient,47,0,20
0,No Deposit,NoAgent,5,PRT,1,0,Corporate,25.0,0-7,25.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,NoAgent,5,PRT,1,0,Corporate,39.0,0-7,39.0,0,0.0,0,2,Transient,18,0,26
0,No Deposit,94,6,PRT,1,0,Corporate,27.0,0-7,27.0,1,0.0,2,1,Transient,53,0,27
0,No Deposit,NoAgent,4,PRT,1,0,Corporate,142.0,0-7,142.0,1,0.0,0,1,Transient,31,0,1
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,NoAgent,5,PRT,1,0,Corporate,25.0,0-7,25.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,NoAgent,5,PRT,1,0,Corporate,39.0,0-7,39.0,0,0.0,0,2,Transient,15,0,5
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,39.0,0-7,39.0,0,0.0,0,1,Transient,15,0,7
0,No Deposit,NoAgent,1,PRT,1,0,Corporate,58.0,0-7,58.0,0,0.0,0,1,Transient,38,0,16
0,No Deposit,NoAgent,6,PRT,1,0,Corporate,35.0,0-7,35.0,0,0.0,0,1,Transient,3,0,17
0,No Deposit,NoAgent,2,PRT,1,0,Corporate,35.0,0-7,35.0,0,0.0,0,2,Transient-Party,4,0,25
0,No Deposit,NoAgent,4,PRT,1,0,Corporate,135.0,0-7,135.0,0,0.0,0,1,Transient,31,0,1
0,No Deposit,240,0,PRT,1,0,Online TA,46.4,0-7,23.2,0,0.0,0,1,Transient,48,0,25
0,No Deposit,171,2,ESP,0,0,Offline TA/TO,29.0,0-7,14.5,0,0.0,0,3,Transient,48,0,23
0,No Deposit,6,6,ESP,0,0,Offline TA/TO,25.0,0-7,25.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,240,0,PRT,1,0,Online TA,40.0,0-7,40.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,240,0,PRT,1,0,Online TA,40.0,0-7,40.0,0,0.0,1,1,Transient,48,0,25
0,No Deposit,NoAgent,0,PRT,1,0,Direct,70.0,0-7,70.0,0,0.0,0,1,Transient,19,0,3
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,1,1,Transient,48,0,25
0,No Deposit,NoAgent,0,PRT,1,0,Direct,38.0,0-7,38.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,240,4,PRT,1,1,Online TA,48.0,0-7,24.0,0,0.0,0,1,Transient,48,0,25
0,No Deposit,240,3,GBR,0,0,Online TA,98.0,0-7,32.6667,0,0.0,1,4,Transient,48,0,22
0,No Deposit,250,14,GBR,0,1,Direct,163.43,8-30,81.715,1,0.0,0,7,Transient,22,0,28
1,No Deposit,314,273,PRT,1,0,Offline TA/TO,88.15,181-365,88.15,0,1.0,0,7,Transient,35,1,24
1,No Deposit,314,273,PRT,1,0,Offline TA/TO,94.63,181-365,47.315,0,1.0,0,7,Transient,35,1,24
0,No Deposit,240,26,GBR,0,1,Online TA,50.0,8-30,25.0,0,0.0,1,5,Transient,47,0,21
0,No Deposit,NoAgent,0,PRT,1,0,Complementary,0.0,0-7,0.0,0,0.0,0,2,Transient,48,0,24
1,No Deposit,NoAgent,15,PRT,1,0,Corporate,60.0,8-30,30.0,0,1.0,0,2,Transient-Party,48,1,27
1,No Deposit,NoAgent,15,PRT,1,0,Corporate,60.0,8-30,30.0,0,1.0,0,2,Transient-Party,48,1,27
1,No Deposit,NoAgent,15,PRT,1,0,Corporate,60.0,8-30,30.0,0,1.0,0,2,Transient-Party,48,1,27
1,No Deposit,NoAgent,15,PRT,1,0,Corporate,60.0,8-30,30.0,0,1.0,0,2,Transient-Party,48,1,27
1,No Deposit,NoAgent,15,PRT,1,0,Corporate,60.0,8-30,30.0,0,1.0,0,2,Transient-Party,48,1,27
0,No Deposit,240,47,IRL,0,1,Online TA,41.4,31-90,20.7,0,0.0,0,2,Transient,48,0,24
0,No Deposit,240,0,PRT,1,1,Online TA,0.0,0-7,0.0,0,0.0,0,0,Transient,48,0,26
1,No Deposit,240,111,PRT,1,1,Online TA,39.0,91-180,39.0,0,1.0,0,5,Transient,11,1,10
0,No Deposit,NoAgent,1,PRT,1,1,Corporate,38.0,0-7,38.0,0,0.0,1,1,Transient,48,0,27
0,No Deposit,6,1,ESP,0,0,Offline TA/TO,25.0,0-7,25.0,0,0.0,0,3,Transient,48,0,24
0,No Deposit,240,40,GBR,0,0,Online TA,38.13,31-90,38.13,0,0.0,0,11,Transient,47,0,16
0,No Deposit,242,40,ESP,0,2,Online TA,41.4,31-90,20.7,0,0.0,0,3,Transient,48,0,24
0,No Deposit,250,2,CZE,0,1,Direct,82.69,0-7,41.345,0,0.0,1,13,Transient,46,0,14
0,No Deposit,240,1,NLD,0,0,Online TA,68.0,0-7,34.0,1,0.0,0,1,Transient,48,0,26
0,No Deposit,135,5,PRT,1,0,Corporate,35.0,0-7,35.0,0,0.0,0,2,Transient,48,0,25
0,No Deposit,196,12,PRT,1,0,Offline TA/TO,25.0,8-30,25.0,0,0.0,0,2,Transient,48,0,25
0,No Deposit,126,7,PRT,1,0,Offline TA/TO,48.0,0-7,48.0,0,0.0,0,1,Transient,11,0,16
0,No Deposit,NoAgent,0,UKR,0,0,Direct,43.0,0-7,21.5,0,0.0,1,2,Transient,48,0,25
0,No Deposit,NoAgent,1,PRT,1,0,Direct,38.0,0-7,19.0,1,0.0,0,1,Transient,48,0,26
0,No Deposit,240,55,PRT,1,2,Online TA,36.45,31-90,18.225,0,0.0,0,1,Group,48,0,26
0,No Deposit,240,11,PRT,1,2,Online TA,48.0,8-30,24.0,0,0.0,0,1,Transient,2,0,7
0,No Deposit,240,15,PRT,1,2,Online TA,49.0,8-30,49.0,0,0.0,0,1,Transient,7,0,11
0,No Deposit,240,27,PRT,1,2,Online TA,48.0,8-30,24.0,0,0.0,0,1,Transient,11,0,10
1,No Deposit,15,17,PRT,1,1,Offline TA/TO,37.0,8-30,18.5,0,1.0,0,2,Transient,50,1,11
0,No Deposit,241,15,CN,0,0,Online TA,47.12,8-30,23.56,0,0.0,0,2,Transient,48,0,25
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,35.0,0-7,35.0,1,0.0,0,3,Transient,48,0,24
0,No Deposit,242,40,ESP,0,2,Online TA,41.4,31-90,41.4,0,0.0,1,3,Transient,48,0,24
0,No Deposit,NoAgent,0,PRT,1,0,Corporate,35.0,0-7,35.0,0,0.0,1,3,Transient,48,0,24
